income_year,normalized_income_range,income_range_display,sex,taxable_status,age_range_display,individuals_count,total_income_amount,net_tax_amount
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,45 - 49,1.0,1541972.28,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,50 - 54,0.0,39889.88861893817,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,55 - 59,3.0,6274318.212935815,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,60 - 64,0.0,21818.438268192214,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,65 - 69,0.0,19542.179250352372,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Non Taxable,70 - 74,0.0,24513.647275552026,0.0
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,18 - 24,22.0,37428874.21955179,13610119.293334497
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,25 - 29,54.0,105148728.09574887,46850366.402052045
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,30 - 34,137.0,341919462.9860296,154946387.00140476
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,35 - 39,451.0,993074779.464861,449513325.9250603
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,40 - 44,1243.0,2610382681.2054496,1183599547.5735867
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,45 - 49,1787.0,4365755574.87794,1962700305.9086418
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,50 - 54,1901.0,4889617892.327999,2220615292.3523536
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,55 - 59,1497.0,4312575686.72324,1926945806.4703104
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,60 - 64,932.0,2516695580.7532415,1139441633.4727118
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,65 - 69,596.0,2424238445.476737,976274878.4027057
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,70 - 74,369.0,1166902369.8605366,523703142.0761962
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,75 and over,422.0,1406922720.7036037,619017105.6682173
2014–15,"$1,000,001 or more","$1,000,001 or more",Male,Taxable,Under 18,0.0,73607.5025852146,31932.62611950593
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,18 - 24,143562.0,2520315466.192089,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,25 - 29,64496.0,1150636486.3204446,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,30 - 34,59426.0,1068571362.2489204,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,35 - 39,50265.0,912406095.245277,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,40 - 44,48652.0,892712274.0938665,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,45 - 49,41308.0,767220816.322814,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,50 - 54,40239.0,750416460.3500987,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,55 - 59,39420.0,736736200.9137824,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,60 - 64,44250.0,819294322.0414811,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,65 - 69,37420.0,687932550.784376,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,70 - 74,22439.0,414649728.25329095,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,75 and over,24509.0,456196792.3411574,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Non Taxable,Under 18,11039.0,176083137.34999657,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,18 - 24,261.0,4901004.977428121,1102556.6721502813
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,25 - 29,425.0,8145650.240118611,1625833.1575999856
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,30 - 34,429.0,8014278.140811293,1731789.5008215688
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,35 - 39,475.0,8482930.258857708,1980430.8218736933
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,40 - 44,599.0,11105458.803874357,2696772.4453166947
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,45 - 49,567.0,9945739.282461276,2511362.378892535
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,50 - 54,640.0,11742836.90872954,2810990.277594803
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,55 - 59,610.0,11531655.334967652,2667328.998779345
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,60 - 64,504.0,10527223.39298046,2050958.3897617827
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,65 - 69,319.0,6715458.268809701,1380734.425307863
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,70 - 74,174.0,3548953.6817187234,745545.8759332492
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,75 and over,140.0,2463622.8920333097,675357.7604863548
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Female,Taxable,Under 18,192.0,3084111.6454261,328748.6355129285
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,18 - 24,130866.0,2322916339.2076244,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,25 - 29,54921.0,987824113.7810515,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,30 - 34,34897.0,636259881.0645968,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,35 - 39,25265.0,467847246.72504956,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,40 - 44,25037.0,469546378.42446375,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,45 - 49,23799.0,451626190.2293336,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,50 - 54,25744.0,489293030.93834704,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,55 - 59,26279.0,503344933.32160854,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,60 - 64,34626.0,657486660.6727841,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,65 - 69,38068.0,713331233.0832324,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,70 - 74,25507.0,480668104.3708551,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,75 and over,27530.0,518642338.527515,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Non Taxable,Under 18,12553.0,209441958.21786562,0.0
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,18 - 24,380.0,6650220.148101636,1746711.2117968579
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,25 - 29,602.0,11124812.005017277,2297172.933841973
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,30 - 34,622.0,11400911.120901486,2525114.498124533
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,35 - 39,665.0,12342583.164965788,2765231.199976346
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,40 - 44,751.0,14188212.900858715,3217295.7652042364
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,45 - 49,788.0,15663356.761403438,3464634.1859513577
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,50 - 54,783.0,15082390.16040387,3348493.836558739
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,55 - 59,791.0,15579233.799109632,3284389.191347678
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,60 - 64,701.0,15105407.386037197,2795942.440651426
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,65 - 69,401.0,8298219.342074443,1664872.294551145
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,70 - 74,217.0,4694066.380281448,915013.6611350235
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,75 and over,159.0,2822040.0062355855,691059.3706630962
2014–15,"$10,001 to $20,000","$10,001 to $20,000",Male,Taxable,Under 18,191.0,3084533.0306150797,352163.03041354887
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,18 - 24,1.0,99874.67604698989,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,25 - 29,16.0,2197656.7169183344,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,30 - 34,29.0,3868267.086184422,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,35 - 39,29.0,3910216.1328723244,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,40 - 44,18.0,2300386.428977765,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,45 - 49,17.0,2599088.6430545575,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,50 - 54,23.0,3271899.0784599967,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,55 - 59,721.0,93409144.33605891,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,60 - 64,29.0,3908290.748449874,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,65 - 69,11.0,1682385.0942050247,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,70 - 74,4.0,444946.9531865928,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Non Taxable,75 and over,3.0,448700.48570095585,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,18 - 24,7857.0,951263214.6919241,245529718.15120032
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,25 - 29,42095.0,5114002827.598103,1299909571.505958
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,30 - 34,78659.0,9902983003.642918,2554961833.0394125
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,35 - 39,76782.0,9846539298.728266,2559589407.0759706
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,40 - 44,85806.0,11043256555.256783,2870664087.8162594
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,45 - 49,81758.0,10490817239.312965,2712881834.9820013
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,50 - 54,77894.0,9978472057.098434,2564944021.226977
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,55 - 59,63929.0,8222735202.977498,2021160777.0464075
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,60 - 64,32683.0,4250030874.988328,1064262219.434689
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,65 - 69,14000.0,1862321076.3908553,460376524.9224794
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,70 - 74,6024.0,820455113.9417474,204010177.77315044
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,75 and over,13558.0,1821253157.5856833,462516313.1328222
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Female,Taxable,Under 18,134.0,16682381.984039763,4533936.030598704
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,18 - 24,10.0,1514534.002264633,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,25 - 29,87.0,13364702.716369364,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,30 - 34,122.0,17791186.327903338,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,35 - 39,98.0,14325806.068995176,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,40 - 44,100.0,15138734.733348053,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,45 - 49,100.0,15000971.408702187,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,50 - 54,96.0,14104755.63708564,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,55 - 59,780.0,104559606.88821603,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,60 - 64,98.0,13498308.098107418,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,65 - 69,37.0,5362094.991796422,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,70 - 74,20.0,2661829.9299606606,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Non Taxable,75 and over,7.0,2753462.6121456954,0.0
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,18 - 24,24399.0,3112595381.6347847,797226477.090721
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,25 - 29,97639.0,12693342832.250229,3257224189.0584273
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,30 - 34,170428.0,22587646390.436905,5861983910.44149
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,35 - 39,175339.0,23623119783.726852,6180948902.148682
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,40 - 44,181244.0,24549595119.77547,6434954827.971081
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,45 - 49,161968.0,21917158092.955284,5737121374.479144
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,50 - 54,152897.0,20636035135.832977,5387261258.07938
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,55 - 59,123608.0,16635858825.41594,4207527441.842111
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,60 - 64,69191.0,9306755888.363579,2362379674.58834
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,65 - 69,28917.0,3926031832.8923078,970700789.8479775
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,70 - 74,9482.0,1313145123.0115228,316357128.587879
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,75 and over,12214.0,1651062080.7701437,407707766.50692844
2014–15,"$100,001 to $150,000","$100,001 to $150,000",Male,Taxable,Under 18,153.0,19007393.05933393,4994905.721853999
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,25 - 29,3.0,552292.7722535521,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,30 - 34,5.0,863874.7971053853,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,35 - 39,4.0,634002.5393112606,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,40 - 44,4.0,909873.0882776389,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,45 - 49,5.0,857968.5549524066,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,50 - 54,5.0,905167.391532081,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,55 - 59,142.0,24897949.404026724,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,60 - 64,6.0,934923.697949575,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,65 - 69,1.0,275786.1450096134,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,70 - 74,0.0,28044.042202486224,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Non Taxable,75 and over,0.0,51522.54673330739,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,18 - 24,1363.0,256638282.5801672,78266209.8823734
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,25 - 29,3557.0,594307397.915701,171647297.73045683
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,30 - 34,8706.0,1460496252.264964,420811673.4931135
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,35 - 39,10518.0,1813358520.3060255,526303379.7946546
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,40 - 44,12394.0,2161833637.026906,627891739.3294296
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,45 - 49,11389.0,1992739596.4148927,575859825.3706024
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,50 - 54,10257.0,1790952847.271666,512353020.0479306
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,55 - 59,8467.0,1489264946.15829,398752404.77399546
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,60 - 64,4481.0,807891988.2433159,224255285.58450693
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,65 - 69,2349.0,436605143.8233491,120076884.07293326
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,70 - 74,1183.0,221070773.795965,61932936.65411328
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,75 and over,2892.0,524007661.22111595,149578873.04548365
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Female,Taxable,Under 18,32.0,5910616.107022889,1841178.9587290941
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,18 - 24,4.0,630282.7843414865,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,25 - 29,31.0,5674334.893328082,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,30 - 34,41.0,7618603.522160804,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,35 - 39,30.0,5449457.996273329,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,40 - 44,42.0,7936194.215197107,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,45 - 49,36.0,6667350.205330867,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,50 - 54,43.0,8298283.544858353,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,55 - 59,191.0,34577226.23951422,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,60 - 64,25.0,4918693.281400893,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,65 - 69,7.0,1401038.5915973969,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,70 - 74,3.0,679327.3509180084,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Non Taxable,75 and over,2.0,780168.6979019968,0.0
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,18 - 24,3538.0,630469493.7153413,185503406.15167266
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,25 - 29,13048.0,2239934736.7740755,642854581.0102749
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,30 - 34,26423.0,4577323460.2046995,1315962112.766539
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,35 - 39,31335.0,5512031186.062359,1593438013.5533106
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,40 - 44,34439.0,6120660419.224688,1769788790.9035938
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,45 - 49,30675.0,5454352702.929029,1576415223.9406052
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,50 - 54,28197.0,5008260945.526447,1443150832.8757238
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,55 - 59,22392.0,3992601078.831279,1105926278.9744291
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,60 - 64,12231.0,2197629306.779586,615758316.4060062
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,65 - 69,5461.0,1009567682.182469,276936796.9004772
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,70 - 74,1918.0,363680809.6958815,99051763.78496733
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,75 and over,2585.0,472894856.9965912,133096516.5404537
2014–15,"$150,001 to $200,000","$150,001 to $200,000",Male,Taxable,Under 18,43.0,8324269.079198364,2546715.5398078216
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,18 - 24,51961.0,1277148444.5586061,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,25 - 29,31892.0,825929087.8017098,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,30 - 34,31921.0,836053187.0729175,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,35 - 39,28130.0,741222282.1117014,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,40 - 44,27920.0,734430710.9925832,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,45 - 49,22586.0,586356817.3545963,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,50 - 54,20761.0,537525639.2601899,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,55 - 59,20592.0,546402066.7137799,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,60 - 64,19784.0,527522842.25030094,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,65 - 69,40473.0,1199147076.5392754,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,70 - 74,27133.0,800307481.0139744,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,75 and over,46453.0,1403588401.7544365,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Non Taxable,Under 18,1617.0,37099432.26270951,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,18 - 24,126143.0,4031269766.297016,179309765.14691603
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,25 - 29,68553.0,2233288847.2987485,100044841.49542303
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,30 - 34,61147.0,1997357819.49902,89179488.49986792
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,35 - 39,53746.0,1761934760.8692856,78561950.65685242
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,40 - 44,58907.0,1935122176.7110765,86678531.76477039
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,45 - 49,57316.0,1890694193.2088544,85254875.568915
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,50 - 54,57773.0,1913906012.6874902,87576972.93164696
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,55 - 59,51447.0,1712613056.3106978,75625838.7293322
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,60 - 64,44865.0,1501797752.136236,63646311.284140036
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,65 - 69,9719.0,349253801.7607711,13212576.199176623
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,70 - 74,3253.0,120894837.92785752,4273644.34744137
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,75 and over,2756.0,95868927.69961819,3327995.999320659
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Female,Taxable,Under 18,1440.0,42506252.978974074,1527225.2538055119
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,18 - 24,46697.0,1152323420.8237624,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,25 - 29,22161.0,552296074.0249496,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,30 - 34,16641.0,421643426.1695246,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,35 - 39,12979.0,332321709.4425267,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,40 - 44,13627.0,351942196.7042481,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,45 - 49,13044.0,338859742.3918507,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,50 - 54,14237.0,370518771.1068724,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,55 - 59,14826.0,402507403.3106081,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,60 - 64,16889.0,459097659.6988008,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,65 - 69,40090.0,1199980149.935347,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,70 - 74,27419.0,814074536.1007187,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,75 and over,39285.0,1159840633.1668317,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Non Taxable,Under 18,2599.0,62322954.10391413,0.0
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,18 - 24,123603.0,4048237280.3297586,175642888.39346904
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,25 - 29,62994.0,2066445725.747367,89147829.37242934
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,30 - 34,43511.0,1433977682.1852908,61626247.37404793
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,35 - 39,32212.0,1066060447.751411,45609467.7899783
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,40 - 44,31518.0,1044215908.6967105,45153298.3447075
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,45 - 49,30424.0,1012098321.6393746,44382489.96303456
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,50 - 54,32064.0,1068193597.1662663,47083514.534992166
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,55 - 59,30843.0,1040920499.1455146,44766051.8348898
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,60 - 64,34252.0,1172606810.0973945,47413530.47838967
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,65 - 69,10717.0,400680974.16799307,14448246.700236347
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,70 - 74,4121.0,163413750.33542955,5124464.844490221
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,75 and over,3176.0,111642309.33666813,3810965.0149757965
2014–15,"$20,001 to $30,000","$20,001 to $30,000",Male,Taxable,Under 18,3036.0,93839423.94141726,3447204.763369503
2014–15,"$200,001 to $250,000","$200,001 to $250,000",Female,Non Taxable,18 - 24,0.0,16238.802222788394,0.0
2014–15,"$200,001 to $250,000","$200,001 to $250,000",Female,Non Taxable,25 - 29,1.0,227489.20697708553,0.0
2014–15,"$200,001 to $250,000","$200,001 to $250,000",Female,Non Taxable,30 - 34,2.0,491896.6042487575,0.0
2014–15,"$200,001 to $250,000","$200,001 to $250,000",Female,Non Taxable,35 - 39,1.0,302348.83277654595,0.0
