income_year,sex,taxable_status,age_range,normalized_income_range,individuals_count,salary_wages_count,salary_wages_amount,total_income_count,total_income_amount,car_expenses_count,car_expenses_amount,travel_expenses_count,travel_expenses_amount,uniform_expenses_count,uniform_expenses_amount,education_expenses_count,education_expenses_amount,other_work_expenses_count,other_work_expenses_amount,donations_count,donations_amount,tax_affairs_count,tax_affairs_amount,ato_interest_count,ato_interest_amount,litigation_count,litigation_amount,other_tax_affairs_count,other_tax_affairs_amount,total_deductions_count,total_deductions_amount,capital_gains_count,capital_gains_amount,rent_profit_count,rent_profit_amount,rent_loss_count,rent_loss_amount,net_rent_count,net_rent_amount,business_income_count,business_income_amount,business_expenses_count,business_expenses_amount,net_business_count,net_business_amount,taxable_income_count,taxable_income_amount,net_tax_count,net_tax_amount,income_range_display,age_range_display
2011–12,Female,Taxable,00. Under 18,"$100,001 to $150,000",45.0,10.0,115761.0,45.0,5727756.0,5.0,1950.0,5.0,143.0,5.0,812.0,0.0,0.0,5.0,16966.0,5.0,70.0,10.0,7987.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,35136.0,10.0,363898.0,5.0,3531.0,0.0,0.0,5.0,3531.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,5692620.0,45.0,1590641.0,"$100,001 to $150,000",Under 18
2011–12,Female,Taxable,01. 18 - 24,"$100,001 to $150,000",2480.0,2265.0,142193916.0,2480.0,299567681.0,435.0,918833.0,210.0,409964.0,1165.0,289616.0,135.0,297757.0,1180.0,1399541.0,595.0,165457.0,1060.0,353714.0,0.0,0.0,0.0,0.0,0.0,0.0,1945.0,4413466.0,165.0,6932839.0,30.0,457153.0,115.0,-1012216.0,145.0,-555063.0,90.0,128489419.0,80.0,124788424.0,90.0,3581312.0,2480.0,295105902.0,2480.0,82919450.0,"$100,001 to $150,000",18 - 24
2011–12,Female,Taxable,02. 25 - 29,"$100,001 to $150,000",11175.0,10720.0,1155315094.0,11175.0,1338900409.0,3955.0,10600345.0,2410.0,2989513.0,5110.0,1258891.0,1300.0,3730691.0,8295.0,12170555.0,5585.0,1977697.0,5695.0,1654501.0,0.0,0.0,0.0,0.0,0.0,0.0,10540.0,37628539.0,455.0,7003296.0,355.0,2700981.0,1740.0,-15982032.0,2090.0,-13281051.0,560.0,68238345.0,510.0,37332334.0,580.0,30975921.0,11175.0,1301146820.0,11175.0,363719187.0,"$100,001 to $150,000",25 - 29
2011–12,Female,Taxable,03. 30 - 34,"$100,001 to $150,000",24625.0,23370.0,2596965148.0,24625.0,2997865003.0,9020.0,25431402.0,5730.0,7196784.0,7860.0,1931097.0,2390.0,7694980.0,19040.0,28115750.0,13550.0,5418323.0,13175.0,4280917.0,0.0,0.0,0.0,0.0,0.0,0.0,23315.0,90835768.0,1205.0,20622204.0,1055.0,7647265.0,4880.0,-48029356.0,5935.0,-40382091.0,1320.0,158349855.0,1290.0,91068394.0,1400.0,66903876.0,24625.0,2906417459.0,24625.0,816168688.0,"$100,001 to $150,000",30 - 34
2011–12,Female,Taxable,04. 35 - 39,"$100,001 to $150,000",27805.0,25520.0,2763815807.0,27805.0,3419013083.0,9555.0,29818432.0,5705.0,7486940.0,8040.0,2043942.0,1960.0,5815920.0,20645.0,29715129.0,15095.0,6753642.0,15780.0,6132730.0,0.0,0.0,0.0,0.0,0.0,0.0,26115.0,109420879.0,1665.0,37017067.0,1695.0,13426892.0,5890.0,-63023850.0,7585.0,-49596958.0,1770.0,233343089.0,1755.0,139587126.0,1890.0,92554244.0,27805.0,3308346486.0,27805.0,930366108.0,"$100,001 to $150,000",35 - 39
2011–12,Female,Taxable,05. 40 - 44,"$100,001 to $150,000",29970.0,26915.0,2807261378.0,29970.0,3689028464.0,9470.0,29783320.0,5200.0,6464115.0,8535.0,2133864.0,1630.0,4180135.0,21320.0,30410519.0,16675.0,8196031.0,17370.0,7665701.0,0.0,0.0,0.0,0.0,0.0,0.0,28170.0,124012740.0,2135.0,51906059.0,2475.0,23820528.0,6165.0,-72082434.0,8645.0,-48261906.0,2105.0,316115117.0,2170.0,206505210.0,2280.0,107828477.0,29970.0,3563657254.0,29970.0,1001788680.0,"$100,001 to $150,000",40 - 44
2011–12,Female,Taxable,06. 45 - 49,"$100,001 to $150,000",27595.0,24640.0,2511468655.0,27595.0,3400023579.0,8285.0,24643970.0,4470.0,6148911.0,8010.0,2045505.0,1355.0,3090086.0,19400.0,28055864.0,15545.0,8996950.0,16130.0,7433019.0,0.0,0.0,0.0,0.0,0.0,0.0,26015.0,122450691.0,2240.0,58431727.0,2875.0,31989803.0,5675.0,-70795828.0,8550.0,-38806025.0,2035.0,278716887.0,2075.0,167025306.0,2210.0,109523838.0,27595.0,3276027801.0,27595.0,920064959.0,"$100,001 to $150,000",45 - 49
2011–12,Female,Taxable,07. 50 - 54,"$100,001 to $150,000",24955.0,22205.0,2216655517.0,24955.0,3089576008.0,7350.0,19450318.0,4085.0,5908243.0,7275.0,1889679.0,1055.0,2251538.0,17390.0,26542374.0,14245.0,10225071.0,14760.0,7628824.0,0.0,0.0,0.0,0.0,0.0,0.0,23445.0,134423578.0,2320.0,63337031.0,3130.0,35907622.0,5090.0,-62212229.0,8220.0,-26304607.0,1780.0,245386760.0,1795.0,149726584.0,1910.0,94097222.0,24955.0,2954089217.0,24955.0,826857403.0,"$100,001 to $150,000",50 - 54
2011–12,Female,Taxable,08. 55 - 59,"$100,001 to $150,000",19480.0,16450.0,1466463642.0,19480.0,2439246611.0,5490.0,13097686.0,2835.0,4372876.0,5300.0,1394165.0,575.0,1212330.0,12670.0,20083019.0,10820.0,8185370.0,11620.0,7340013.0,0.0,0.0,0.0,0.0,0.0,0.0,18140.0,128243876.0,2140.0,66317753.0,2940.0,37002335.0,3765.0,-45615757.0,6700.0,-8613422.0,1420.0,185163684.0,1440.0,111270154.0,1550.0,72493310.0,19480.0,2309364801.0,19480.0,594712311.0,"$100,001 to $150,000",55 - 59
2011–12,Female,Taxable,09. 60 - 64,"$100,001 to $150,000",9415.0,6850.0,573572408.0,9415.0,1204320439.0,2145.0,4919722.0,1080.0,1950588.0,2015.0,505824.0,180.0,329365.0,5045.0,7638836.0,4890.0,5266491.0,5555.0,3756031.0,0.0,0.0,0.0,0.0,0.0,0.0,8530.0,82919745.0,1435.0,63715419.0,1890.0,31862454.0,1465.0,-16666658.0,3355.0,15195796.0,705.0,112745789.0,735.0,71534465.0,775.0,40029183.0,9415.0,1120677051.0,9415.0,306054651.0,"$100,001 to $150,000",60 - 64
2011–12,Female,Taxable,10. 65 - 69,"$100,001 to $150,000",4340.0,2340.0,156019744.0,4340.0,562261339.0,590.0,1441155.0,300.0,612343.0,560.0,139234.0,40.0,68834.0,1480.0,2379001.0,2140.0,3053021.0,2435.0,2217641.0,0.0,0.0,0.0,0.0,0.0,0.0,3760.0,39244765.0,890.0,45329306.0,1035.0,23900612.0,445.0,-5082680.0,1480.0,18817932.0,340.0,37989619.0,335.0,21419993.0,360.0,17177149.0,4340.0,521788775.0,4340.0,142372979.0,"$100,001 to $150,000",65 - 69
2011–12,Female,Taxable,11. 70 - 74,"$100,001 to $150,000",2440.0,600.0,28156968.0,2440.0,315127044.0,95.0,271464.0,45.0,118928.0,100.0,23750.0,5.0,1135.0,275.0,351940.0,1330.0,3999165.0,1415.0,1839664.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.0,20804229.0,640.0,25533689.0,735.0,22357370.0,130.0,-1926215.0,865.0,20431155.0,145.0,16534672.0,150.0,11777332.0,165.0,4532483.0,2440.0,294206584.0,2440.0,81200706.0,"$100,001 to $150,000",70 - 74
2011–12,Female,Taxable,12. 75 and over,"$100,001 to $150,000",7545.0,330.0,14123382.0,7545.0,945409301.0,60.0,133650.0,5.0,7313.0,50.0,14775.0,5.0,3288.0,135.0,126931.0,4550.0,12790931.0,5340.0,6711101.0,0.0,0.0,0.0,0.0,0.0,0.0,6665.0,30134007.0,1990.0,38962084.0,1950.0,68769300.0,160.0,-1335278.0,2110.0,67434022.0,230.0,29530676.0,240.0,22174556.0,250.0,6146162.0,7545.0,914875217.0,7545.0,247704761.0,"$100,001 to $150,000",75 and over
2011–12,Male,Non Taxable,02. 25 - 29,"$100,001 to $150,000",20.0,10.0,387780.0,20.0,2945163.0,5.0,3700.0,5.0,14679.0,5.0,1199.0,0.0,0.0,5.0,9334.0,5.0,838.0,15.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,85020.0,0.0,0.0,5.0,13113.0,10.0,-87270.0,10.0,-74157.0,5.0,11572.0,5.0,6797.0,5.0,4775.0,20.0,2859553.0,0.0,0.0,"$100,001 to $150,000",25 - 29
2011–12,Male,Non Taxable,03. 30 - 34,"$100,001 to $150,000",35.0,10.0,793708.0,35.0,4484695.0,5.0,15017.0,5.0,52475.0,5.0,2334.0,0.0,0.0,10.0,9600.0,10.0,3312.0,15.0,10616.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,108378.0,5.0,15.0,5.0,12599.0,15.0,-197091.0,15.0,-184492.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4376317.0,0.0,0.0,"$100,001 to $150,000",30 - 34
2011–12,Male,Non Taxable,04. 35 - 39,"$100,001 to $150,000",30.0,15.0,901298.0,30.0,3936566.0,5.0,8762.0,5.0,11839.0,5.0,1474.0,0.0,0.0,10.0,15466.0,5.0,2785.0,20.0,37524.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,95191.0,5.0,10448.0,5.0,11297.0,10.0,-219906.0,10.0,-208609.0,5.0,15890.0,5.0,13741.0,5.0,-1559.0,30.0,3841375.0,0.0,0.0,"$100,001 to $150,000",35 - 39
2011–12,Male,Non Taxable,05. 40 - 44,"$100,001 to $150,000",60.0,15.0,1250609.0,60.0,7916290.0,5.0,1569.0,5.0,59025.0,5.0,667.0,5.0,10101.0,10.0,16077.0,15.0,8119.0,40.0,31571.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,435786.0,5.0,25121.0,10.0,24286.0,15.0,-229609.0,25.0,-205323.0,5.0,42963.0,5.0,40584.0,5.0,2379.0,60.0,7466961.0,0.0,0.0,"$100,001 to $150,000",40 - 44
2011–12,Male,Non Taxable,06. 45 - 49,"$100,001 to $150,000",55.0,15.0,1477677.0,55.0,6964740.0,5.0,8185.0,5.0,48675.0,15.0,3110.0,0.0,0.0,20.0,27332.0,10.0,20826.0,40.0,22307.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,205494.0,5.0,96905.0,5.0,15653.0,25.0,-719792.0,25.0,-704139.0,5.0,6850.0,5.0,14526.0,5.0,-38163.0,55.0,6759246.0,0.0,0.0,"$100,001 to $150,000",45 - 49
2011–12,Male,Non Taxable,07. 50 - 54,"$100,001 to $150,000",60.0,15.0,1177403.0,60.0,8017405.0,5.0,8817.0,5.0,87833.0,10.0,3903.0,5.0,426.0,15.0,22825.0,15.0,19670.0,40.0,21845.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,271110.0,5.0,12927.0,5.0,8844.0,20.0,-396180.0,25.0,-387336.0,5.0,1116861.0,5.0,1119378.0,5.0,-2517.0,60.0,7746295.0,0.0,0.0,"$100,001 to $150,000",50 - 54
2011–12,Male,Non Taxable,08. 55 - 59,"$100,001 to $150,000",280.0,85.0,2472757.0,280.0,35248153.0,20.0,39352.0,5.0,60869.0,35.0,6295.0,0.0,0.0,55.0,40543.0,70.0,47383.0,145.0,75135.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,831783.0,5.0,8687.0,25.0,148026.0,60.0,-1030389.0,85.0,-882363.0,30.0,1163651.0,35.0,1243747.0,35.0,-81034.0,280.0,34221934.0,0.0,0.0,"$100,001 to $150,000",55 - 59
2011–12,Male,Non Taxable,09. 60 - 64,"$100,001 to $150,000",40.0,10.0,613023.0,40.0,5422957.0,5.0,12834.0,5.0,6745.0,5.0,778.0,0.0,0.0,5.0,4369.0,5.0,3105.0,25.0,29663.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,331793.0,5.0,11649.0,5.0,19195.0,10.0,-196433.0,15.0,-177238.0,5.0,89328.0,5.0,91154.0,5.0,-1826.0,40.0,5066218.0,0.0,0.0,"$100,001 to $150,000",60 - 64
2011–12,Male,Non Taxable,10. 65 - 69,"$100,001 to $150,000",20.0,5.0,277611.0,20.0,2666901.0,0.0,0.0,0.0,0.0,5.0,144.0,0.0,0.0,5.0,300.0,5.0,7909.0,15.0,45664.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,241168.0,5.0,24024.0,5.0,31741.0,5.0,-69163.0,5.0,-37422.0,5.0,582809.0,5.0,701400.0,5.0,-118591.0,20.0,2419681.0,0.0,0.0,"$100,001 to $150,000",65 - 69
2011–12,Male,Non Taxable,12. 75 and over,"$100,001 to $150,000",5.0,0.0,0.0,5.0,729376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,333.0,5.0,4655.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,709328.0,0.0,0.0,"$100,001 to $150,000",75 and over
2011–12,Male,Taxable,00. Under 18,"$100,001 to $150,000",65.0,15.0,760681.0,65.0,8083424.0,5.0,3750.0,5.0,362.0,5.0,2265.0,5.0,496.0,10.0,21850.0,5.0,126.0,15.0,4241.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,124085.0,10.0,386142.0,5.0,14083.0,0.0,0.0,5.0,14083.0,5.0,30588.0,5.0,8069.0,5.0,22519.0,65.0,7959339.0,65.0,2286321.0,"$100,001 to $150,000",Under 18
2011–12,Male,Taxable,01. 18 - 24,"$100,001 to $150,000",12315.0,11925.0,1296641710.0,12315.0,1511534595.0,5005.0,16808237.0,2095.0,6061682.0,10015.0,3110887.0,920.0,1655859.0,9630.0,18481659.0,3870.0,879013.0,7670.0,1803909.0,0.0,0.0,0.0,0.0,0.0,0.0,11630.0,51084047.0,295.0,7846837.0,105.0,589274.0,950.0,-8911908.0,1055.0,-8322634.0,540.0,54078926.0,515.0,30403674.0,565.0,23601154.0,12315.0,1460214652.0,12315.0,411077694.0,"$100,001 to $150,000",18 - 24
2011–12,Male,Taxable,02. 25 - 29,"$100,001 to $150,000",43200.0,41890.0,4946729748.0,43200.0,5327400463.0,19065.0,68159074.0,9335.0,26689524.0,31655.0,9482689.0,3850.0,9509844.0,35375.0,62837553.0,17730.0,5639690.0,27120.0,7863341.0,0.0,0.0,0.0,0.0,0.0,0.0,41750.0,204116838.0,1395.0,12338446.0,685.0,3965296.0,6935.0,-73692332.0,7620.0,-69727036.0,2445.0,332989793.0,2415.0,213853339.0,2575.0,117704991.0,43200.0,5122899554.0,43200.0,1440983457.0,"$100,001 to $150,000",25 - 29
2011–12,Male,Taxable,03. 30 - 34,"$100,001 to $150,000",75285.0,72680.0,8694662175.0,75285.0,9360400328.0,33065.0,127447693.0,17095.0,41004941.0,45070.0,12718477.0,6430.0,19432131.0,61840.0,105747538.0,34330.0,12840723.0,46895.0,15893471.0,0.0,0.0,0.0,0.0,0.0,0.0,72685.0,369372152.0,2945.0,29546141.0,1990.0,11279137.0,14035.0,-153878020.0,16025.0,-142598883.0,4260.0,601681164.0,4290.0,409086521.0,4565.0,189396640.0,75285.0,8988609440.0,75285.0,2531861184.0,"$100,001 to $150,000",30 - 34
2011–12,Male,Taxable,04. 35 - 39,"$100,001 to $150,000",90445.0,86695.0,10390728350.0,90445.0,11311351787.0,37430.0,150768509.0,19240.0,44731321.0,51615.0,13939609.0,5920.0,16654641.0,73925.0,120030499.0,43850.0,17328139.0,58950.0,22920142.0,0.0,0.0,0.0,0.0,0.0,0.0,87410.0,449125743.0,3955.0,50034457.0,3270.0,22090538.0,17050.0,-203546236.0,20320.0,-181455698.0,5025.0,713974771.0,5240.0,495315709.0,5535.0,214428085.0,90445.0,10859230979.0,90445.0,3065013509.0,"$100,001 to $150,000",35 - 39
2011–12,Male,Taxable,05. 40 - 44,"$100,001 to $150,000",94145.0,89420.0,10636075235.0,94145.0,11802856798.0,35940.0,149623649.0,18075.0,42595563.0,54020.0,13952996.0,4515.0,11308848.0,75300.0,117040719.0,48360.0,20793033.0,63255.0,33354905.0,0.0,0.0,0.0,0.0,0.0,0.0,91100.0,478921317.0,4445.0,65888345.0,4405.0,32843985.0,17690.0,-231251547.0,22090.0,-198407562.0,5205.0,945145048.0,5610.0,708562331.0,5885.0,228570207.0,94145.0,11318542487.0,94145.0,3195314986.0,"$100,001 to $150,000",40 - 44
2011–12,Male,Taxable,06. 45 - 49,"$100,001 to $150,000",85205.0,80315.0,9431695961.0,85205.0,10664721522.0,29595.0,119782225.0,14595.0,38895818.0,48795.0,12306150.0,2960.0,6548974.0,67295.0,101620756.0,45725.0,22011764.0,58135.0,26287731.0,0.0,0.0,0.0,0.0,0.0,0.0,82390.0,436328756.0,4340.0,67645910.0,4995.0,40903048.0,16625.0,-223697492.0,21615.0,-182794444.0,5060.0,864954912.0,5435.0,621863479.0,5650.0,236263559.0,85205.0,10224212620.0,85205.0,2878843195.0,"$100,001 to $150,000",45 - 49
2011–12,Male,Taxable,07. 50 - 54,"$100,001 to $150,000",77405.0,72670.0,8413702713.0,77405.0,9698316186.0,24500.0,95568376.0,11920.0,32264978.0,43035.0,10421690.0,1940.0,3836789.0,60015.0,86781658.0,42685.0,22798131.0,52845.0,25288570.0,0.0,0.0,0.0,0.0,0.0,0.0,74795.0,410095505.0,4360.0,77172431.0,5610.0,48983915.0,16040.0,-219912821.0,21650.0,-170928906.0,4690.0,948680552.0,5110.0,708383480.0,5330.0,232365377.0,77405.0,9284883315.0,77405.0,2606400956.0,"$100,001 to $150,000",50 - 54
2011–12,Male,Taxable,08. 55 - 59,"$100,001 to $150,000",57015.0,52100.0,5673031911.0,57015.0,7163466985.0,16300.0,61130561.0,7865.0,21818379.0,28815.0,6810797.0,940.0,1732777.0,42055.0,60957842.0,31585.0,17920987.0,38570.0,20220105.0,0.0,0.0,0.0,0.0,0.0,0.0,54675.0,323925351.0,3645.0,75123887.0,5410.0,52943239.0,11535.0,-153304283.0,16945.0,-100361044.0,3950.0,824834243.0,4320.0,613341732.0,4490.0,204167802.0,57015.0,6836653823.0,57015.0,1841192057.0,"$100,001 to $150,000",55 - 59
2011–12,Male,Taxable,09. 60 - 64,"$100,001 to $150,000",30795.0,26845.0,2807933374.0,30795.0,3902462628.0,7795.0,30733741.0,3660.0,11420090.0,13605.0,3152711.0,355.0,587812.0,20875.0,30502389.0,16765.0,12932015.0,20815.0,13029932.0,0.0,0.0,0.0,0.0,0.0,0.0,29190.0,204261679.0,2440.0,77633462.0,3735.0,43882978.0,5305.0,-66479024.0,9045.0,-22596046.0,2535.0,496532230.0,2645.0,335312760.0,2790.0,158322509.0,30795.0,3695720593.0,30795.0,1009092544.0,"$100,001 to $150,000",60 - 64
2011–12,Male,Taxable,10. 65 - 69,"$100,001 to $150,000",11465.0,8600.0,806618326.0,11465.0,1479883842.0,2345.0,9403902.0,1105.0,3471643.0,3635.0,813421.0,80.0,128648.0,6140.0,9445835.0,5855.0,9499641.0,7320.0,5783158.0,0.0,0.0,0.0,0.0,0.0,0.0,10500.0,98938958.0,1245.0,54391710.0,1795.0,29851570.0,1390.0,-18018338.0,3185.0,11833232.0,1275.0,235977339.0,1290.0,152778107.0,1355.0,81176485.0,11465.0,1379448664.0,11465.0,372752512.0,"$100,001 to $150,000",65 - 69
2011–12,Male,Taxable,11. 70 - 74,"$100,001 to $150,000",3890.0,1870.0,141213614.0,3890.0,512417675.0,440.0,1856065.0,200.0,787102.0,535.0,111859.0,15.0,14206.0,1125.0,1873863.0,1840.0,4528369.0,2265.0,2759704.0,0.0,0.0,0.0,0.0,0.0,0.0,3390.0,41154439.0,640.0,26252236.0,855.0,21022390.0,305.0,-4224695.0,1160.0,16797695.0,550.0,125743503.0,545.0,89579681.0,575.0,35146591.0,3890.0,469744011.0,3890.0,126858870.0,"$100,001 to $150,000",70 - 74
2011–12,Male,Taxable,12. 75 and over,"$100,001 to $150,000",6210.0,805.0,49862372.0,6210.0,784221542.0,210.0,719024.0,65.0,155150.0,130.0,28044.0,10.0,31900.0,450.0,689636.0,3515.0,10983699.0,3815.0,5074759.0,0.0,0.0,0.0,0.0,0.0,0.0,5325.0,30631788.0,1415.0,30734730.0,1445.0,43459076.0,175.0,-2508351.0,1625.0,40950725.0,565.0,107425490.0,570.0,88426626.0,590.0,17836687.0,6210.0,751669457.0,6210.0,201919047.0,"$100,001 to $150,000",75 and over
2011–12,Female,Non Taxable,08. 55 - 59,"$150,001 to $200,000",80.0,30.0,455748.0,80.0,12937521.0,5.0,2013.0,5.0,95.0,10.0,841.0,5.0,3270.0,15.0,10216.0,30.0,9322.0,40.0,28347.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,179352.0,5.0,119887.0,10.0,18216.0,20.0,-335988.0,25.0,-317772.0,5.0,248946.0,5.0,224139.0,5.0,24807.0,80.0,12745341.0,0.0,0.0,"$150,001 to $200,000",55 - 59
2011–12,Female,Taxable,00. Under 18,"$150,001 to $200,000",20.0,5.0,22150.0,20.0,3573560.0,0.0,0.0,0.0,0.0,5.0,297.0,0.0,0.0,0.0,0.0,5.0,55.0,5.0,1705.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2057.0,5.0,169352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3571503.0,20.0,1107488.0,"$150,001 to $200,000",Under 18
2011–12,Female,Taxable,01. 18 - 24,"$150,001 to $200,000",1115.0,960.0,30280087.0,1115.0,192067199.0,95.0,190233.0,30.0,60272.0,305.0,62409.0,30.0,149653.0,370.0,266786.0,130.0,40330.0,365.0,203656.0,0.0,0.0,0.0,0.0,0.0,0.0,780.0,1251202.0,145.0,10817724.0,10.0,86748.0,20.0,-229096.0,30.0,-142348.0,35.0,3433410.0,30.0,2383274.0,35.0,1021600.0,1115.0,190803885.0,1115.0,59770423.0,"$150,001 to $200,000",18 - 24
2011–12,Female,Taxable,02. 25 - 29,"$150,001 to $200,000",1650.0,1460.0,158920437.0,1650.0,279806404.0,435.0,1258644.0,245.0,365698.0,580.0,138759.0,135.0,504773.0,1015.0,1599721.0,655.0,305481.0,775.0,336103.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,5517502.0,135.0,6402900.0,70.0,512079.0,275.0,-2941847.0,345.0,-2429768.0,150.0,30366444.0,140.0,17933705.0,155.0,12317192.0,1650.0,274240446.0,1650.0,85173406.0,"$150,001 to $200,000",25 - 29
2011–12,Female,Taxable,03. 30 - 34,"$150,001 to $200,000",4195.0,3655.0,494436143.0,4195.0,708431074.0,1325.0,4322917.0,890.0,1382410.0,1015.0,245454.0,305.0,1031338.0,2795.0,4703047.0,2175.0,1163818.0,2200.0,1020333.0,0.0,0.0,0.0,0.0,0.0,0.0,3830.0,17945524.0,305.0,9033254.0,260.0,2096889.0,960.0,-11156076.0,1225.0,-9059187.0,315.0,60845135.0,305.0,33335624.0,340.0,27274320.0,4195.0,690315624.0,4195.0,213400741.0,"$150,001 to $200,000",30 - 34
2011–12,Female,Taxable,04. 35 - 39,"$150,001 to $200,000",6330.0,5350.0,692574148.0,6330.0,1075651529.0,1825.0,6636521.0,1085.0,1747799.0,1280.0,294060.0,290.0,1060780.0,4080.0,6411287.0,3210.0,2429455.0,3570.0,1954283.0,0.0,0.0,0.0,0.0,0.0,0.0,5840.0,30494441.0,530.0,18193655.0,465.0,4502705.0,1460.0,-20340380.0,1920.0,-15837675.0,540.0,85081848.0,530.0,47732142.0,570.0,37071174.0,6330.0,1044750611.0,6330.0,323013110.0,"$150,001 to $200,000",35 - 39
2011–12,Female,Taxable,05. 40 - 44,"$150,001 to $200,000",7450.0,6090.0,748077836.0,7450.0,1271200486.0,1935.0,7459193.0,1055.0,1753509.0,1430.0,344333.0,260.0,807442.0,4480.0,7083769.0,3865.0,2971248.0,4170.0,2429653.0,0.0,0.0,0.0,0.0,0.0,0.0,6820.0,39989529.0,685.0,24113832.0,670.0,7766879.0,1685.0,-25314178.0,2355.0,-17547299.0,645.0,131357005.0,665.0,86355688.0,700.0,44332677.0,7450.0,1230837294.0,7450.0,380866752.0,"$150,001 to $200,000",40 - 44
2011–12,Female,Taxable,06. 45 - 49,"$150,001 to $200,000",6695.0,5460.0,649786952.0,6695.0,1147780926.0,1605.0,5717548.0,845.0,1391009.0,1225.0,277657.0,210.0,635114.0,3910.0,6290194.0,3505.0,4059346.0,3675.0,2390424.0,0.0,0.0,0.0,0.0,0.0,0.0,6165.0,41312739.0,660.0,27200291.0,745.0,8960770.0,1555.0,-25882478.0,2300.0,-16921708.0,615.0,92076472.0,645.0,48785178.0,680.0,42617859.0,6695.0,1105636943.0,6695.0,341760206.0,"$150,001 to $200,000",45 - 49
2011–12,Female,Taxable,07. 50 - 54,"$150,001 to $200,000",5605.0,4535.0,500711636.0,5605.0,974637358.0,1210.0,4114318.0,680.0,1233667.0,1045.0,244146.0,145.0,466624.0,3130.0,5330383.0,2955.0,3205115.0,3115.0,2120731.0,0.0,0.0,0.0,0.0,0.0,0.0,5125.0,47367094.0,715.0,32466790.0,780.0,10805438.0,1310.0,-19482403.0,2090.0,-8676965.0,560.0,109373081.0,590.0,63920609.0,610.0,44629313.0,5605.0,926832139.0,5605.0,286084123.0,"$150,001 to $200,000",50 - 54
2011–12,Female,Taxable,08. 55 - 59,"$150,001 to $200,000",4510.0,3360.0,315314050.0,4510.0,790987419.0,930.0,2786799.0,465.0,925720.0,810.0,196145.0,85.0,188061.0,2325.0,3708786.0,2310.0,2712639.0,2570.0,2081560.0,0.0,0.0,0.0,0.0,0.0,0.0,4090.0,46002564.0,620.0,30872377.0,745.0,11795186.0,950.0,-13783029.0,1695.0,-1987843.0,380.0,66554883.0,405.0,37707655.0,420.0,28235881.0,4510.0,744467655.0,4510.0,202503435.0,"$150,001 to $200,000",55 - 59
2011–12,Female,Taxable,09. 60 - 64,"$150,001 to $200,000",2410.0,1480.0,129773268.0,2410.0,433584520.0,360.0,1052038.0,190.0,409559.0,310.0,66778.0,20.0,24610.0,905.0,1444153.0,1175.0,1964285.0,1275.0,1253900.0,0.0,0.0,0.0,0.0,0.0,0.0,2140.0,34209567.0,435.0,27043619.0,525.0,9101397.0,410.0,-6044010.0,935.0,3057387.0,180.0,27026241.0,195.0,14938962.0,210.0,11821627.0,2410.0,398345511.0,2410.0,118903843.0,"$150,001 to $200,000",60 - 64
2011–12,Female,Taxable,10. 65 - 69,"$150,001 to $200,000",1360.0,655.0,39743833.0,1360.0,245472520.0,120.0,340145.0,55.0,232923.0,90.0,19542.0,10.0,18706.0,310.0,591467.0,630.0,2142672.0,690.0,834446.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,18674809.0,315.0,19361147.0,335.0,7326758.0,140.0,-1817020.0,475.0,5509738.0,100.0,21578152.0,110.0,14608328.0,115.0,6782915.0,1360.0,225884040.0,1360.0,67904144.0,"$150,001 to $200,000",65 - 69
2011–12,Female,Taxable,11. 70 - 74,"$150,001 to $200,000",855.0,235.0,10736144.0,855.0,151263225.0,35.0,125908.0,10.0,11917.0,25.0,6641.0,5.0,3595.0,80.0,128783.0,470.0,1339975.0,475.0,629974.0,0.0,0.0,0.0,0.0,0.0,0.0,735.0,9100556.0,195.0,8727163.0,210.0,6824368.0,50.0,-772527.0,260.0,6051841.0,50.0,8041938.0,45.0,6113284.0,50.0,1442481.0,855.0,142119440.0,855.0,43278156.0,"$150,001 to $200,000",70 - 74
